X,var,Estimate,Std..Error,t.value,Pr...t..,Dependent,Independent,AGM,Data,Type,BRAND,STRATEGIC.PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,spend_1Year,spend_3Year,fname,Dependent_Variable,Dependent_Demography,Dependent_Metric
9,DUMMY_CRH_CON_ACT_261214_261214_SPK_GYZ_REG,1818.057504,371.2950604,4.896530274,2.93E-06,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SPK_GYZ_REG,NEW SOUTH WALES - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22707.28481,177946.1448,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
10,LOC_BTL_OWN_XXX_GYZ_MES_L19_PPD_CRM_EML_VOL,7.622988485,1.989076778,3.83242546,0.000199251,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GYZ_MES_L19_PPD_CRM_EML_VOL_70_70_0,NEW SOUTH WALES - METRO,LOC,BTL  ,XXXX,Unknown,GEN Y+GEN Z,MARKETING ENABLEMENT,TC_PSTN_RIGHTPLANNING_EDM_DM_OTM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,4803.136289,256823.3983,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
11,LOC_BTL_OWN_XXX_GYZ_MES_O30_PPD_CRM_DML_VOL,5.75228064,2.406468049,2.390341581,0.018313365,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GYZ_MES_O30_PPD_CRM_DML_VOL_80_80_3,NEW SOUTH WALES - METRO,LOC,BTL  ,XXXX,Unknown,GEN Y+GEN Z,MARKETING ENABLEMENT,TC_BELONG,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Direct Mail,VOLUME,9436.091886,198425.7046,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
12,LOC_RTL_OWN_XXX_XXX_RMC_G34_CLM_RIS_LLS_AUD,19.00222177,4.281126311,4.438603394,1.95E-05,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G34_CLM_RIS_LLS_AUD_10_80_1,NEW SOUTH WALES - METRO,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY14/15 CHANNEL MARKETING HUB TEMPLATES,CONSUMER LAM,Retail Channel Marketing,LAM LICENSEE SPEND ON HUB TEMPLATES,SPEND,69203.08048,294100.6275,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
13,LOC_RTL_OWN_XXX_XXX_RMC_G35_CLM_RIS_LLS_AUD,3.802260627,3.042259877,1.24981454,0.21368376,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G35_CLM_RIS_LLS_AUD_10_80_2,NEW SOUTH WALES - METRO,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15/16 MARKETING HUB TEMPLATES,CONSUMER LAM,Retail Channel Marketing,LAM LICENSEE SPEND ON HUB TEMPLATES,SPEND,20014.51922,90846.09102,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
14,LOC_TRA_TTL_XXX_XXX_BRD_P08_OTH_BDM_TVC_GRP,4.336500354,2.003672643,2.164275871,0.032329012,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_BRD_P08_OTH_BDM_TVC_GRP_80_30_0,NEW SOUTH WALES - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,BRAND,Q3 CUSTOMER SERVICE,OTHER,BRAND DEVELOPMENT,TV-FREE TO AIR,GRP/TARP,83221.79917,59536.79317,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
15,LOC_TRA_TTL_XXX_XXX_LPS_MUL_MUS_LVG_RAD_IMP,2.802761716,2.080182667,1.347363268,0.180281208,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_LPS_MUL_MUS_LVG_RAD_IMP_10_80_0,NEW SOUTH WALES - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,MULTIPLE,MUSIC,LEVERAGED,RADIO,IMPRESSIONS,41553.89053,299638.0639,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
16,LOC_TRA_TTL_XXX_XXX_RMC_MUL_PRE_CMB_RAD_IMP,23.40161088,4.883937065,4.791546362,4.57E-06,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_MUL_PRE_CMB_RAD_IMP_80_80_3,NEW SOUTH WALES - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,80237.84904,46202.2835,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
17,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_TVC_GRP,3.87486512,2.336029543,1.658739776,0.099655554,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_TVC_GRP_10_70_0,NEW SOUTH WALES - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-FREE TO AIR,GRP/TARP,7564.856108,218781.8853,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
18,LOC_TRA_TTL_XXX_XXX_RMC_P97_OTH_CMB_TVC_GRP,4.333916003,3.570228655,1.213904324,0.22705469,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_P97_OTH_CMB_TVC_GRP_10_80_3,NEW SOUTH WALES - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY16 Q1 DATA SHARE,OTHER,CONSUMER - MOBILITY,TV-FREE TO AIR,GRP/TARP,93755.60762,210867.9044,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
19,LOC_TRA_TTL_XXX_XXX_RMC_R27_OTH_CMB_TVC_GRP,0.249851024,0.099871799,2.501717464,0.013432707,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK_10_30_1,LOC_TRA_TTL_XXX_XXX_RMC_R27_OTH_CMB_TVC_GRP_10_80_2,NEW SOUTH WALES - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q1 DATA SHARE SAMSUNG,OTHER,CONSUMER - MOBILITY,TV-FREE TO AIR,GRP/TARP,65983.1469,27637.98431,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
20,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,3.313800732,2.664920469,1.243489541,0.215996166,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,NEW SOUTH WALES - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,1147.642904,259111.9842,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
21,LOC_TRA_XXX_XXX_XXX_RMC_P85_PRE_CMB_ODR_AUD,5.472017157,3.201136989,1.709397997,0.089839001,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P85_PRE_CMB_ODR_AUD_80_60_2,NEW SOUTH WALES - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F15 Q4 PRE PAID SAMSUNG GS5,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,11488.85934,71589.47433,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
22,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_MDS_CLK,3.488955047,2.901439402,1.202491096,0.231428199,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_MDS_CLK_10_80_3,NEW SOUTH WALES - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 AFL LIVE PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,36273.62606,183831.81,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
23,NAT_DIG_XXX_XXX_XXX_DIG_M58_MOB_CDM_ADD_CLK,9.82751249,3.481188764,2.823033497,0.005530711,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M58_MOB_CDM_ADD_CLK_80_80_3,NEW SOUTH WALES - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY16 Q1 APPLE MUSIC PHASE 2,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,57997.65215,115145.5508,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
24,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK,12.4979016,3.657295263,3.41725256,0.000852248,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK_10_30_1,NEW SOUTH WALES - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - BRAND - DSK,OTHER,DIGITAL BRAND,MOBILE SEARCH,CLICKS,51012.874,251060.6558,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
25,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK,6.355699846,2.615934223,2.429609961,0.01652491,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK_10_50_0,NEW SOUTH WALES - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,20973.63961,297804.4803,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
26,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,7.012801121,3.578969117,1.959447229,0.052268391,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_30_40_0,NEW SOUTH WALES - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,44080.57807,143062.1357,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
27,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,2.590929537,2.339145073,1.107639525,0.270127507,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_10_80_1,NEW SOUTH WALES - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,12338.1338,26047.58757,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
28,NAT_TRA_XXX_XXX_XXX_RMC_Q01_PRE_CMB_ODR_AUD,6.406529106,3.949058317,1.622292859,0.107240228,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_Q01_PRE_CMB_ODR_AUD_10_80_1,NEW SOUTH WALES - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,9736.638651,34559.23178,model_summary_NEW SOUTH WALES - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
1,(Intercept),3144.052658,162.2728175,19.37510365,3.38E-41,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),NEW SOUTH WALES - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54721.2476,57911.76214,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
2,(Intercept),-35.09749383,15.17034034,-2.313560081,0.022050157,PFM_BHL_OWN_XXX_GYZ_CON_NAT_XXX_CON_CMU_PCT,(Intercept),NEW SOUTH WALES - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87203.06103,113703.7155,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
3,DUMMY_CRH_CON_ACT_150213_150213_SPK_GYZ_REG,913.8085389,344.6055721,2.65175207,0.008944889,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_150213_150213_SPK_GYZ_REG,NEW SOUTH WALES - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49317.17931,214728.2563,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
4,DUMMY_CRH_CON_ACT_230813_041215_STR_GYZ_REG,-1339.552879,112.865614,-11.86856502,7.87E-23,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_230813_041215_STR_GYZ_REG,NEW SOUTH WALES - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6374.667172,770.0459187,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
5,DUMMY_CRH_CON_ACT_250915_251215_TRD_GYZ_REG,-192.6206143,108.2332547,-1.779680513,0.077329217,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_250915_251215_TRD_GYZ_REG,NEW SOUTH WALES - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95245.51964,84120.18714,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
6,DUMMY_CRH_CON_ACT_261214_261214_SET_GYZ_REG,3487.092651,231.2502703,15.07930195,5.68E-31,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GYZ_REG,NEW SOUTH WALES - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15690.07502,86978.99127,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
7,LOC_BTL_OWN_XXX_GYZ_MES_O30_PPD_CRM_DML_VOL,2.84506428,1.114734871,2.552234037,0.011791812,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GYZ_MES_O30_PPD_CRM_DML_VOL_50_30_3,NEW SOUTH WALES - REGIONAL,LOC,BTL  ,XXXX,Unknown,GEN Y+GEN Z,MARKETING ENABLEMENT,TC_BELONG,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Direct Mail,VOLUME,50216.34406,43626.58793,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
8,LOC_TRA_TTL_XXX_XXX_BRD_N84_OTH_NLC_TVC_GRP,2.145382633,2.228615091,0.962652834,0.337405558,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_BRD_N84_OTH_NLC_TVC_GRP_80_40_0,NEW SOUTH WALES - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,BRAND,NONE,OTHER,NETWORK LEADERSHIP- CONSUMER,TV-FREE TO AIR,GRP/TARP,42785.53278,187514.561,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
9,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP,10.01071829,2.626777483,3.811026385,0.000207731,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP_40_30_2,NEW SOUTH WALES - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,LOYALTY,APPLE - DEVICES,CONSUMER - COMMITTED MARKETING FUNDS,TV-FREE TO AIR,GRP/TARP,27547.78103,137323.9571,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
10,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK,3.699886035,1.902322277,1.944931245,0.053816733,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK_10_30_1,NEW SOUTH WALES - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - BRAND - DSK,OTHER,DIGITAL BRAND,MOBILE SEARCH,CLICKS,16513.79805,116496.7302,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
11,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK,0.822791891,0.187823623,4.380662442,2.21E-05,PFM_BHL_OWN_XXX_GYZ_CON_NAT_XXX_CON_CMU_PCT,NAT_DIG_XXX_XXX_XXX_DIG_M98_OTH_DBR_MSR_CLK_10_30_1,NEW SOUTH WALES - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - BRAND - DSK,OTHER,DIGITAL BRAND,MOBILE SEARCH,CLICKS,39243.41981,262450.7677,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
12,NAT_TRA_MCN_XXX_XXX_RMC_N94_PRE_CMB_PTV_GRP,6.044136319,2.795468623,2.162119177,0.032333175,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_N94_PRE_CMB_PTV_GRP_80_50_0,NEW SOUTH WALES - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,93682.72763,128068.9238,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
13,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,2.687879618,1.887247601,1.424232632,0.156636475,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_10_70_1,NEW SOUTH WALES - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,54474.6018,45705.14414,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
14,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,2.654688361,2.176991185,1.21943,0.224761145,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_10_80_0,NEW SOUTH WALES - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,69202.336,42483.62531,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
15,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,3.457080718,2.666648,1.296414344,0.196996508,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_80_30_2,NEW SOUTH WALES - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,5807.432631,51190.56533,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
16,PFM_BHL_OWN_XXX_GYZ_CON_NAT_XXX_CON_CMU_PCT,1.083066392,0.837327842,1.293479492,0.198006179,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,PFM_BHL_OWN_XXX_GYZ_CON_NAT_XXX_CON_CMU_PCT,NEW SOUTH WALES - REGIONAL,Performance,Brand Health,XXXX,Unknown,GEN Y+GEN Z,CONSUMER,NATIONAL,XXX,CONSIDERATION,Cons Multiple / Unspecified,PERCENTAGE,66119.81381,104136.1507,model_summary_NEW SOUTH WALES - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
1,(Intercept),1360.102785,108.5932049,12.52475039,1.83E-24,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),NORTHERN TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54965.66922,148728.0478,model_summary_NORTHERN TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
2,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD,-0.922089657,0.853849307,-1.079920835,0.282074936,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD_70_70_0,NORTHERN TERRITORY,Control,Competitor Media,TravelSIM,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Online,Spend,28885.72341,298557.3491,model_summary_NORTHERN TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
3,CRL_NPS_XXX_XXX_XXX_CON_LOC_XXX_CRH_OPR_NPS,0.897019354,0.923246626,0.971592345,0.33296567,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,CRL_NPS_XXX_XXX_XXX_CON_LOC_XXX_CRH_OPR_NPS,NORTHERN TERRITORY,Control,Operational NPS,XXX,Unknown,XXX,CONSUMER,LOCAL,XXX,CONS PREPAID MOBILE HH,OPR,NPS,51733.07068,282634.739,model_summary_NORTHERN TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
