Variable,L_DATA,L_TYPE,L_BRAND,L_STRATEGIC PILLAR,L_DEMOGRAPHIC,L_MARKETINGSEGMENT,L_CAMPAIGN,L_PROGRAM,L_PROGRAMCATEGORY,L_ACTIVITY,L_METRIC,Data,Type,BRAND,STRATEGIC PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,var_wo_metric, spend 1 yr , spend 3 yrs ,APL,sign,Priority
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_322_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,322,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,322,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_322_CRH,26359.48439,1499018.093,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_323_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,323,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,323,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_323_CRH,336715.0471,205319.0681,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_324_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,324,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,324,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_324_CRH,341383.1952,2552477.059,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_325_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,325,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,325,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_325_CRH,312247.8081,1302400.31,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_326_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,326,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,326,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_326_CRH,673225.0625,2888185.915,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_327_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,327,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,327,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_327_CRH,859864.097,2551239.836,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_330_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,330,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,330,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_330_CRH,290552.9436,2756506.89,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_331_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,331,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,331,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_331_CRH,160504.1768,1619402.851,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_333_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,333,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,333,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_333_CRH,554334.5157,849880.8717,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_334_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,334,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,334,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_334_CRH,860554.6794,643336.4193,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_348_CRH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,348,CRH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,348,Cons Prepaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_348_CRH,572952.3676,331605.8839,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_377_CPH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,377,CPH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,377,Cons Postpaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_377_CPH,914179.6022,1761258.045,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_378_CPH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,378,CPH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,378,Cons Postpaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_378_CPH,698762.7256,2614257.267,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_379_CPH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,379,CPH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,379,Cons Postpaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_379_CPH,197814.1861,2427857.973,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_380_CPH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,380,CPH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,380,Cons Postpaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_380_CPH,252163.2051,2719892.628,No,NEG,100
CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_381_CPH_EVT,CRL,CEV,AMY,XXX,XXX,CON,NAT,M00,381,CPH,EVT,Control,Competitor Event,Amaysim,Unknown,XXX,CONSUMER,NATIONAL,M00,381,Cons Postpaid Mobile HH,Event,CRL_CEV_AMY_XXX_XXX_CON_NAT_M00_381_CPH,120392.5967,435331.4259,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_290_CMU_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,290,CMU,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,290,Cons Multiple/Unspecified,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_290_CMU,638813.6889,1095394.998,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_438_CPM_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,438,CPM,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,438,Cons Postpaid MBB,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_438_CPM,142572.1717,1015725.474,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_439_CPM_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,439,CPM,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,439,Cons Postpaid MBB,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_439_CPM,319685.1381,332802.5374,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_467_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,467,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,467,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_467_CPH,175594.8948,341477.7584,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_482_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,482,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,482,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_482_CPH,811557.7944,1268324.353,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_483_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,483,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,483,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_483_CPH,565499.6468,132332.9028,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_484_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,484,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,484,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_484_CPH,657346.0608,1583714.126,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_485_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,485,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,485,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_485_CPH,227610.2135,48062.80934,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_486_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,486,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,486,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_486_CPH,372041.5018,409712.4754,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_487_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,487,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,487,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_487_CPH,377110.745,298964.4436,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_488_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,488,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,488,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_488_CPH,233397.1573,1734778.794,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_565_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,565,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,565,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_565_CPH,132460.252,1969932.742,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_853_CPH_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,853,CPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,853,Cons Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_853_CPH,90721.82924,1441373.172,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O25_BUN_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o25,BUN,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o25,Cons Bundles,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O25_BUN,964539.7236,2417623.973,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O26_BUN_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o26,BUN,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o26,Cons Bundles,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O26_BUN,921487.0467,2083169.17,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O33_BUN_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o33,BUN,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o33,Cons Bundles,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O33_BUN,990829.2353,2964800.578,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O53_CFI_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o53,CFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o53,Cons Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O53_CFI,949095.4509,932287.3502,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O54_CFI_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o54,CFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o54,Cons Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O54_CFI,635318.5525,1454165.561,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O81_CFI_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o81,CFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o81,Cons Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O81_CFI,664418.7859,2680711.976,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O82_CFI_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o82,CFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o82,Cons Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O82_CFI,158024.3057,2900342.353,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O83_CFI_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o83,CFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o83,Cons Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O83_CFI,370043.603,1279016.516,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O84_CFI_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,L00,o84,CFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,L00,o84,Cons Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_L00_O84_CFI,977545.6396,924543.4055,No,NEG,100
CRL_CEV_EXT_XXX_XXX_CON_NAT_M00_102_CBN_EVT,CRL,CEV,EXT,XXX,XXX,CON,NAT,M00,102,CBN,EVT,Control,Competitor Event,Exetel,Unknown,XXX,CONSUMER,NATIONAL,M00,102,Cons NBN,Event,CRL_CEV_EXT_XXX_XXX_CON_NAT_M00_102_CBN,627642.312,2185965.261,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_922_SPH_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L00,922,SPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L00,922,SB Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_922_SPH,892020.5416,1882249.547,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_923_SPH_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L00,923,SPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L00,923,SB Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_923_SPH,387966.5473,912575.09,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_924_SPH_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L00,924,SPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L00,924,SB Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_924_SPH,45849.03353,146418.5012,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_925_SPH_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L00,925,SPH,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L00,925,SB Postpaid Mobile HH,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L00_925_SPH,89437.75921,2657514.843,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_107_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,107,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,107,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_107_SFI,249438.9796,2178808.686,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_108_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,108,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,108,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_108_SFI,843635.4518,2105217.671,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_109_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,109,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,109,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_109_SFI,676221.1234,57038.53337,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_110_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,110,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,110,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_110_SFI,826757.273,2785690.496,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_111_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,111,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,111,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_111_SFI,391923.7092,790243.4035,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_112_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,112,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,112,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_112_SFI,188393.4816,456247.9782,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_113_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,113,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,113,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_113_SFI,813456.5897,1226474.385,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_114_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,114,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,114,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_114_SFI,392342.9155,541802.4751,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_124_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,124,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,124,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_124_SFI,828799.4936,8771.754117,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_125_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,125,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,125,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_125_SFI,608739.5726,1060418.178,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_126_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,126,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,126,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_126_SFI,701902.244,1323721.272,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_O35_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,L01,o35,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,L01,o35,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_L01_O35_SFI,901119.9461,1444773.942,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_486_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,M00,486,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,M00,486,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_486_SFI,568293.313,2686783.161,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_520_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,M00,520,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,M00,520,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_520_SFI,859131.6838,1109107.746,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_521_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,M00,521,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,M00,521,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_521_SFI,829117.3571,2955584.471,No,NEG,100
CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_522_SFI_EVT,CRL,CEV,EXT,XXX,XXX,SBB,NAT,M00,522,SFI,EVT,Control,Competitor Event,Exetel,Unknown,XXX,SMALL BUSINESS,NATIONAL,M00,522,SB Fixed Internet,Event,CRL_CEV_EXT_XXX_XXX_SBB_NAT_M00_522_SFI,128019.3808,1171764.724,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_H00_170_CFT_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,H00,170,CFT,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,H00,170,Cons FOXTEL From XXXX,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_H00_170_CFT,657546.7948,92586.00927,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_H00_O13_BUN_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,H00,o13,BUN,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,H00,o13,Cons Bundles,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_H00_O13_BUN,418645.2827,820079.2545,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_100_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,100,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,100,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_100_CFI,166085.3657,1004319.065,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_101_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,101,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,101,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_101_CFI,579822.8105,79407.44371,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_104_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,104,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,104,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_104_CFI,196932.2762,2734133.744,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_105_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,105,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,105,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_105_CFI,182591.1163,1408811.971,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_106_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,106,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,106,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_106_CFI,764115.4454,2034538.705,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_107_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,107,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,107,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_107_CFI,784071.4339,2400818.142,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_109_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,109,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,109,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_109_CFI,838508.0451,516513.2927,No,NEG,100
CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_110_CFI_EVT,CRL,CEV,FXT,XXX,XXX,CON,NAT,L00,110,CFI,EVT,Control,Competitor Event,Foxtel,Unknown,XXX,CONSUMER,NATIONAL,L00,110,Cons Fixed Internet,Event,CRL_CEV_FXT_XXX_XXX_CON_NAT_L00_110_CFI,730015.9769,1494593.611,No,NEG,100
